Question,Answer
What is new World pack?,"Jio offers exclusive packs for your go-to destination in 78 countries of World. Here’s the benefits of World pack:
 
 Unlimited incoming SMS 
 Outgoing calls include Local calls within the country and call back to India (Call back to India includes Wi-Fi calling) 
 Incoming calls can be received from any country including  Wi-Fi calling 
 Additional Inflight benefit with World pack 
 High-speed data and beyond Fair Usage Policy (FUP) which means once you have exhausted your data quota for the day, unlimited Data at 64 kbps 
 Standard pay-go rates will be applicable for Rest of the World (ROW) calls 
 
 Kindly Note:
 
 This pack is currently not available for JioPhones and Jio Bharat devices 
 The list of 78 covered countries is given below:
	 
 
 
 
 UAE 
 
 
 Australia 
 
 
 Bangladesh 
 
 
 Bahrain 
 
 
 Canada 
 
 
 China 
 
 
 
 
 Belgium 
 
 
 Switzerland 
 
 
 Luxembourg 
 
 
 Andorra 
 
 
 Iceland 
 
 
 Russia 
 
 
 
 
 Croatia 
 
 
 Romania 
 
 
 Slovenia 
 
 
 Slovakia 
 
 
 Norway 
 
 
 Poland 
 
 
 
 
 France 
 
 
 Germany 
 
 
 Italy 
 
 
 Spain 
 
 
 Czech Republic 
 
 
 Ireland 
 
 
 
 
 Singapore 
 
 
 Thailand 
 
 
 Turkey 
 
 
 Taiwan 
 
 
 Ukraine 
 
 
 USA 
 
 
 
 
 Malaysia 
 
 
 Nigeria 
 
 
 Nepal 
 
 
 New Zealand 
 
 
 Northen Mariana Island 
 
 
 Oman 
 
 
 
 
 Kyrgyz Republic 
 
 
 Cambodia 
 
 
 South Korea 
 
 
 Kuwait 
 
 
 Kazakhstan 
 
 
 Laos 
 
 
 
 
 Myanmar 
 
 
 Mongolia 
 
 
 Mexico 
 
 
 Guam 
 
 
 Hong Kong 
 
 
 Indonesia 
 
 
 
 
 Argentina 
 
 
 UK 
 
 
 Austria 
 
 
 Lithuania 
 
 
 Estonia 
 
 
 Sweden 
 
 
 
 
 Chile 
 
 
 Finland 
 
 
 Hungary 
 
 
 Portugal 
 
 
 Uzbekistan 
 
 
 Puertorico 
 
 
 
 
 Serbia 
 
 
 Malta 
 
 
 Greece 
 
 
 Netherlands 
 
 
 Vietnam 
 
 
 Qatar 
 
 
 
 
 Cyprus 
 
 
 Liechtenstein 
 
 
 Latvia 
 
 
 Denmark 
 
 
 South Africa 
 
 
 Saudi Arabia 
 
 
 
 
 Sri Lanka 
 
 
 Moldova 
 
 
 Montenegro 
 
 
 Israel 
 
 
 Iraq 
 
 
 Japan"
Will my International Roaming (IR) service get deactivated post expiry of my International Roaming (IR) prepaid pack?,"No, the service will remain active even after the expiry of  IR pack . In case of usage in International Roaming (IR), you will be charged from your prepaid balance."
When will the International Roaming (IR) Pack s validity start for Rs. 1101/Rs. 1102 pack under prepaid?,"Your pack will remain in queue until you make an International Call/Data/SMS after reaching the foreign location or, If you send an International SMS available in Global IR Rs. 1101/Rs. 1102 packs while you are still in India."
What are the new Gulf packs?,"Jio offers exclusive packs for your go-to destination in 4 countries of the Gulf. 
 Here’s the benefits of Gulf packs:

 
 Unlimited incoming SMS 
 Outgoing calls include Local calls within the country and call back to India 
 High-speed data and beyond Fair Usage Policy (FUP) which means once you have exhausted your data quota for the day, unlimited data at 64 kbps 
 
 
 List of 4 covered Countries is given below

 
 
 
 
 
 
 UAE 
 
 
 Oman 
 
 
 Kuwait 
 
 
 Qatar 
 
 
 
 
 
 Kindly Note:

 
 This pack is currently not available for JioPhones and Jio Bharat devices 
 Standard Pay-go Rates of the country will be applicable for ROW calls"
What will happen to unutilized balance International Roaming (IR) Pack of Rs. 1101/Rs. 1102 after validity expiry under Jio Prepaid Packs?,The pack balance if any of your IR Rs. 1101/Rs. 1102 pack will get forfeited on pack expiry and it cannot be used.
"I have subscribed to prepaid International Roaming (IR) Pack Rs. 1101/Rs. 1102 and I have received 5 International SMSs along with this pack, can I use these 5 SMSs while on International Roaming (IR)?",No. The 5 International SMSs offered in IR Rs. 1101/Rs. 1102 pack can be used for sending International SMSs from India.
What are the plans with in-flight benefits with Jio s international roaming plans?,"Here are the IR packs on which you enjoy in-flight benefits:   
 
 Voice & Data Packs: ₹2499, ₹4999, ₹3999 & ₹5999 
 Caribbean and World Packs: ₹3851 & ₹ 2899 
 
 These are the in-flight benefits the above IR plans offer you: 
 -      100 minutes of outgoing calls, 250 MB Data and 100 SMS 
 -      Incoming calls are not allowed in flight 
 -      Applicable only for a single trip for 24 hours, inclusive of the pack validity 
 -      Applicable only on our Partner Airlines. For a list of Airlines, please  click here 
 However, Voice, Data & SMS services availability will differ from airline to airline. Please check the T&C before purchasing the pack."
"I have recharged Prepaid International Roaming (IR) pack. Will I be able to make ISD calls while in India, using the talk time available?","No, the  International Roaming (IR)  pack works only when you are travelling overseas. To make international calls from India, you can recharge your number with our ISD pack available on MyJio & jio.com or you can make ISD calls using monetary balance."
What are the JioHotstar New ‘Cricket Plans’?,"These are special prepaid hybrid packs designed for the T20 cricket season. They combine 4G/5G high-speed data with a JioHotstar mobile subscription, ensuring users have enough data and the right platform access to stream the matches."
What are the specific plans and pricing available under this offer?,"All Jio users of unlimited 5G plans  starting Rs 349  get access to free JioHotstar mobile subscription. 
 There are four additional data add-on packs with varying data allowances and subscription validities: 
 
 ₹79 Plan:  3 GB of data and a 1-month JioHotstar mobile subscription. 
 ₹100 Plan:  6 GB of data and a 1-month JioHotstar mobile subscription. 
 ₹149 Plan:  10 GB data for 1 month and a 3-month JioHotstar mobile subscription. 
 ₹195 Plan:  15 GB data for 1 month and a 3-month JioHotstar mobile subscription."
Will the subscription cover the entire T20 season?,"Yes. For users wanting full-season coverage, the  ₹149  and  ₹195  plans provide a 3-month JioHotstar mobile subscription, which comfortably spans the entirety of the T20 cricket tournament. 
 Users who continuously recharge with  Rs 349 plan  or above can also get full coverage of the season as long as they are recharged."
I already have JioHotstar on my mobile. What will happen if I recharge with any of these plans?,You can continue watching JioHotstar mobile on your existing subscription. The new JioHotstar pack validity will be added to your existing JioHotstar subscription.
Is the data provided in these bundles compatible with 5G?,"Yes, the data allowances in these hybrid packs support both 4G and 5G networks, allowing for high-definition, lag-free streaming where 5G coverage is available."
"Are there any daily data ""Hero"" plans that are included in the cricket plan offer?","Yes, the  Unlimited Hero Plan priced at ₹349  includes a 90-day JioHotstar mobile subscription. This plan offers 2 GB of data per day with a service validity of 28 days. Customer must recharge with  ₹349  or above eligible plan  before active expiry to continue getting the JioHotstar benefit."
What is the Google Gemini Offer from Jio?,"Google Gemini offer is an exclusive early-access program for Jio SIM users aged 18 and above who are active on eligible prepaid or postpaid mobile plans. Eligible users receive a full 18-month Google AI Pro subscription from activation, worth Rs 35,100, at no additional cost."
Who is eligible for the Google Gemini offer from Jio?,"Jio SIM users above 18 years of age who are active on an unlimited 5G plan of Rs 349 or above. For a limited time starting 11 February, users on prepaid plans of ₹299 or above with 1.5 GB/day, and postpaid plans of ₹299 or above, are also eligible to claim this offer. Users must continuously maintain an eligible plan for the entire offer duration to keep accessing Google Gemini offer benefits."
How can I enrol in this Google Gemini offer?,"Eligible users can activate their 18 months Google AI Pro subscription in just a few steps:
 

1.	Log in to the MyJio app.  
2. Look for the Google Gemini offer banner on top of the home screen.  
3. Tap the banner and register using your Google Account (Gmail ID) to claim your Google AI Pro subscription"
What is Google AI Pro subscription and how can I benefit from it?,"With a Google AI Pro membership, you get expanded access to certain AI features built by Google. Google AI Pro includes access to the following features and benefits:  
 
 
 Gemini app:  Get higher access to our most capable model Gemini 3, plus get Deep Research and unlock video generation with limited access to Veo 3.1 Fast  
 Image generation:  higher limits on Nano Banana  
 Storage:  5 TB of total storage for Photos, Drive and Gmail  
 Flow:  Higher access in our AI filmmaking tool to create cinematic scenes and stories, including limited access to Veo 3  
 Whisk:  Higher access to image-to-video creation with Veo 3.1  
 Gemini Code Assist and Gemini CLI:  Higher daily request limits in Gemini CLI and Gemini Code Assist IDE extensions  
 NotebookLM:  Research and writing assistant with 5x more Audio Overviews, notebooks  
 Gemini in Gmail, Docs, Vids and more:  Access Gemini directly in Google apps"
Why am I not able to view the banner for Google Gemini offer on MyJio app even though I fulfil age criteria and have an eligible recharge?,"In case you are unable to see the Google Gemini offer banner on MyJio app, please ensure you are logged in using your Jio SIM. The Jio SIM should be in the name of person who is above 18 with an active eligible plan (prepaid or postpaid mobile). 
 If you are still not able to see the banner after logging-in to MyJio app with your eligible Jio SIM, please contact Jio Care using any of the below options:  
 a) Tap on JioCare option in MyJio app  
b) Chat with us on WhatsApp by sending “Hi” to 7000770007 
c)Call us on  199  from a Jio number OR  18008899999  from any other number"
